Codigo,Municipio,Distancia,Servico,Atendimento,Percentual
314015,Mario_Campos,30,S7,199,100
314015,Mario_Campos,30,S8,41,100
314015,Mario_Campos,30,S10,527,100
314020,Maripa_De_Minas,316,S4,4,100
314020,Maripa_De_Minas,316,S5,15,100
314020,Maripa_De_Minas,316,S6,3,100
314020,Maripa_De_Minas,316,S7,5,100
314030,Marlieria,210,S4,25,100
314030,Marlieria,210,S5,41,100
314030,Marlieria,210,S6,21,100
314030,Marlieria,210,S7,13,100
314030,Marlieria,210,S8,3,100
314030,Marlieria,210,S10,17,100
314040,Marmelopolis,484,S5,2,100
314050,Martinho_Campos,173,S4,34,100
314050,Martinho_Campos,173,S5,68,100
314050,Martinho_Campos,173,S6,42,100
314050,Martinho_Campos,173,S7,32,100
314050,Martinho_Campos,173,S8,7,100
314050,Martinho_Campos,173,S10,55,100
314053,Martins_Soares,316,S4,16,100
314053,Martins_Soares,316,S5,40,100
314053,Martins_Soares,316,S6,11,100
314053,Martins_Soares,316,S7,12,100
314053,Martins_Soares,316,S8,4,100
314053,Martins_Soares,316,S10,15,100
314060,Materlandia,312,S5,16,100
314060,Materlandia,312,S6,5,100
314060,Materlandia,312,S7,8,100
314060,Materlandia,312,S8,2,100
314060,Materlandia,312,S10,12,100
314070,Mateus_Leme,50,S4,230,100
314070,Mateus_Leme,50,S5,628,100
314070,Mateus_Leme,50,S6,205,100
314070,Mateus_Leme,50,S7,153,100
314070,Mateus_Leme,50,S8,36,100
314070,Mateus_Leme,50,S10,400,100
314080,Matias_Barbosa,285,S4,42,100
314080,Matias_Barbosa,285,S5,90,100
314080,Matias_Barbosa,285,S6,11,100
314080,Matias_Barbosa,285,S7,29,100
314080,Matias_Barbosa,285,S8,7,100
314080,Matias_Barbosa,285,S10,35,100
314085,Matias_Cardoso,681,S4,3,100
314085,Matias_Cardoso,681,S7,2,100
314090,Matipo,262,S4,17,100
314090,Matipo,262,S5,76,100
314090,Matipo,262,S6,40,100
314090,Matipo,262,S7,16,100
314090,Matipo,262,S8,5,100
314090,Matipo,262,S10,35,100
314100,Mato_Verde,630,S4,3,100
314100,Mato_Verde,630,S7,2,100
314110,Matozinhos,60,S4,197,100
314110,Matozinhos,60,S5,882,100
314110,Matozinhos,60,S6,237,100
314110,Matozinhos,60,S7,207,100
314110,Matozinhos,60,S8,39,100
314110,Matozinhos,60,S10,442,100
314120,Matutina,315,S4,10,100
314120,Matutina,315,S5,16,100
314120,Matutina,315,S6,14,100
314120,Matutina,315,S7,9,100
314120,Matutina,315,S8,2,100
314130,Medeiros,291,S4,7,100
314130,Medeiros,291,S5,24,100
314130,Medeiros,291,S6,11,100
314130,Medeiros,291,S7,6,100
314130,Medeiros,291,S8,2,100
314140,Medina,668,S7,2,100
314150,Mendes_Pimentel,410,S4,3,100
314150,Mendes_Pimentel,410,S5,6,100
314150,Mendes_Pimentel,410,S6,6,100
314150,Mendes_Pimentel,410,S7,1,100
314160,Merces,234,S5,55,100
314160,Merces,234,S6,20,100
314160,Merces,234,S7,17,100
314160,Merces,234,S8,4,100
314160,Merces,234,S10,23,100
314170,Mesquita,264,S4,25,100
314170,Mesquita,264,S5,36,100
314170,Mesquita,264,S6,18,100
314170,Mesquita,264,S7,13,100
314170,Mesquita,264,S8,3,100
314170,Mesquita,264,S10,13,100
314180,Minas_Novas,507,S6,16,100
314180,Minas_Novas,507,S7,9,100
314180,Minas_Novas,507,S8,2,100
314190,Minduri,312,S4,7,100
314190,Minduri,312,S5,10,100
314190,Minduri,312,S6,5,100
314190,Minduri,312,S7,2,100
314200,Mirabela,485,S5,6,100
314200,Mirabela,485,S6,9,100
314200,Mirabela,485,S7,4,100
314210,Miradouro,345,S4,23,100
314210,Miradouro,345,S5,30,100
314210,Miradouro,345,S6,29,100
314210,Miradouro,345,S7,18,100
314210,Miradouro,345,S8,3,100
314210,Miradouro,345,S10,17,100
314220,Mirai,338,S5,18,100
314220,Mirai,338,S6,20,100
314220,Mirai,338,S7,16,100
314220,Mirai,338,S8,3,100
314225,Miravania,686,S4,1,100
314230,Moeda,64,S4,59,100
314230,Moeda,64,S5,167,100
314230,Moeda,64,S6,52,100
314230,Moeda,64,S7,54,100
314230,Moeda,64,S8,10,100
314230,Moeda,64,S10,98,100
314240,Moema,170,S5,56,100
314240,Moema,170,S6,17,100
314240,Moema,170,S7,11,100
314240,Moema,170,S8,4,100
314240,Moema,170,S10,29,100
314250,Monjolos,249,S4,9,100
314250,Monjolos,249,S5,16,100
314250,Monjolos,249,S7,5,100
314250,Monjolos,249,S8,2,100
314260,Monsenhor_Paulo,312,S4,7,100
314260,Monsenhor_Paulo,312,S5,16,100
314260,Monsenhor_Paulo,312,S6,14,100
314260,Monsenhor_Paulo,312,S7,8,100
314260,Monsenhor_Paulo,312,S8,2,100
314280,Monte_Alegre_De_Minas,594,S4,5,100
314280,Monte_Alegre_De_Minas,594,S6,6,100
314280,Monte_Alegre_De_Minas,594,S7,3,100
314290,Monte_Azul,660,S7,2,100
314300,Monte_Belo,391,S4,5,100
314300,Monte_Belo,391,S5,15,100
314300,Monte_Belo,391,S6,11,100
314300,Monte_Belo,391,S7,5,100
314300,Monte_Belo,391,S8,1,100
314310,Monte_Carmelo,485,S5,10,100
314310,Monte_Carmelo,485,S6,3,100
314310,Monte_Carmelo,485,S7,3,100
314310,Monte_Carmelo,485,S8,1,100
314315,Monte_Formoso,615,S7,1,100
314320,Monte_Santo_De_Minas,475,S5,12,100
314320,Monte_Santo_De_Minas,475,S6,8,100
314320,Monte_Santo_De_Minas,475,S7,3,100
314320,Monte_Santo_De_Minas,475,S8,1,100
314330,Montes_Claros,419,S4,38,100
314330,Montes_Claros,419,S5,33,100
314330,Montes_Claros,419,S6,37,100
314330,Montes_Claros,419,S7,14,100
314330,Montes_Claros,419,S8,7,100
314330,Montes_Claros,419,S10,26,100
314340,Monte_Siao,469,S4,32,100
314340,Monte_Siao,469,S5,28,100
314340,Monte_Siao,469,S6,33,100
314340,Monte_Siao,469,S7,16,100
314340,Monte_Siao,469,S8,3,100
314345,Montezuma,700,S4,2,100
314345,Montezuma,700,S7,1,100
314350,Morada_Nova_De_Minas,274,S5,26,100
314350,Morada_Nova_De_Minas,274,S6,21,100
314350,Morada_Nova_De_Minas,274,S7,10,100
314350,Morada_Nova_De_Minas,274,S8,2,100
314350,Morada_Nova_De_Minas,274,S10,16,100
314360,Morro_Da_Garca,199,S4,14,100
314360,Morro_Da_Garca,199,S5,24,100
314360,Morro_Da_Garca,199,S6,14,100
314360,Morro_Da_Garca,199,S7,4,100
314360,Morro_Da_Garca,199,S8,2,100
314360,Morro_Da_Garca,199,S10,14,100
314370,Morro_Do_Pilar,163,S4,27,100
314370,Morro_Do_Pilar,163,S6,13,100
314370,Morro_Do_Pilar,163,S7,16,100
314370,Morro_Do_Pilar,163,S8,2,100
314370,Morro_Do_Pilar,163,S10,26,100
314380,Munhoz,469,S4,6,100
314380,Munhoz,469,S5,7,100
314380,Munhoz,469,S6,3,100
314380,Munhoz,469,S7,5,100
314390,Muriae,318,S4,25,100
314390,Muriae,318,S5,49,100
314390,Muriae,318,S6,45,100
314390,Muriae,318,S7,34,100
314390,Muriae,318,S8,7,100
314390,Muriae,318,S10,31,100
314400,Mutum,400,S4,8,100
314400,Mutum,400,S5,30,100
314400,Mutum,400,S6,30,100
314400,Mutum,400,S7,12,100
314400,Mutum,400,S8,3,100
314410,Muzambinho,412,S4,3,100
314410,Muzambinho,412,S5,18,100
314410,Muzambinho,412,S6,18,100
314410,Muzambinho,412,S7,2,100
314410,Muzambinho,412,S8,2,100
314420,Nacip_Raydan,423,S4,7,100
314420,Nacip_Raydan,423,S5,4,100
314420,Nacip_Raydan,423,S6,7,100
314420,Nacip_Raydan,423,S7,4,100
314430,Nanuque,621,S4,3,100
314430,Nanuque,621,S6,8,100
314430,Nanuque,621,S7,3,100
314435,Naque,269,S4,17,100
314435,Naque,269,S5,43,100
314435,Naque,269,S6,21,100
314435,Naque,269,S7,16,100
314435,Naque,269,S8,4,100
314435,Naque,269,S10,19,100
314437,Natalandia,578,S4,2,100
314437,Natalandia,578,S7,1,100
314440,Natercia,371,S4,13,100
314440,Natercia,371,S5,12,100
314440,Natercia,371,S6,13,100
314440,Natercia,371,S7,6,100
314440,Natercia,371,S8,1,100
314450,Nazareno,230,S4,21,100
314450,Nazareno,230,S5,45,100
314450,Nazareno,230,S6,9,100
314450,Nazareno,230,S7,18,100
314450,Nazareno,230,S8,3,100
314450,Nazareno,230,S10,17,100
314460,Nepomuceno,229,S4,14,100
314460,Nepomuceno,229,S5,125,100
314460,Nepomuceno,229,S6,19,100
314460,Nepomuceno,229,S7,44,100
314460,Nepomuceno,229,S8,9,100
314460,Nepomuceno,229,S10,66,100
314467,Nova_Belem,467,S4,5,100
314467,Nova_Belem,467,S5,4,100
314467,Nova_Belem,467,S6,5,100
314467,Nova_Belem,467,S7,3,100
314470,Nova_Era,152,S4,38,100
314470,Nova_Era,152,S5,129,100
314470,Nova_Era,152,S6,95,100
314470,Nova_Era,152,S7,57,100
314470,Nova_Era,152,S8,11,100
314470,Nova_Era,152,S10,95,100
314480,Nova_Lima,34,S4,224,100
314480,Nova_Lima,34,S5,765,100
314480,Nova_Lima,34,S6,216,100
314480,Nova_Lima,34,S7,117,100
314480,Nova_Lima,34,S8,36,100
314480,Nova_Lima,34,S10,416,100
314490,Nova_Modica,444,S4,4,100
314490,Nova_Modica,444,S5,5,100
314490,Nova_Modica,444,S6,7,100
314490,Nova_Modica,444,S7,2,100
314500,Nova_Ponte,465,S4,8,100
314500,Nova_Ponte,465,S5,9,100
314500,Nova_Ponte,465,S6,10,100
314500,Nova_Ponte,465,S7,5,100
314500,Nova_Ponte,465,S8,1,100
314505,Nova_Porteirinha,549,S4,2,100
314505,Nova_Porteirinha,549,S7,2,100
314510,Nova_Resende,432,S4,11,100
314510,Nova_Resende,432,S5,13,100
314510,Nova_Resende,432,S6,11,100
314510,Nova_Resende,432,S8,1,100
314520,Nova_Serrana,114,S4,493,100
314520,Nova_Serrana,114,S5,1393,100
314520,Nova_Serrana,114,S6,571,100
314520,Nova_Serrana,114,S7,316,100
314520,Nova_Serrana,114,S8,80,100
314520,Nova_Serrana,114,S10,796,100
314530,Novo_Cruzeiro,577,S4,3,100
314530,Novo_Cruzeiro,577,S6,12,100
314530,Novo_Cruzeiro,577,S7,6,100
314530,Novo_Cruzeiro,577,S8,1,100
314535,Novo_Oriente_De_Minas,532,S4,10,100
314535,Novo_Oriente_De_Minas,532,S6,8,100
314535,Novo_Oriente_De_Minas,532,S7,4,100
314535,Novo_Oriente_De_Minas,532,S8,1,100
314540,Olaria,318,S5,8,100
314545,Olhos_Dagua,414,S4,7,100
314545,Olhos_Dagua,414,S5,11,100
314545,Olhos_Dagua,414,S6,11,100
314545,Olhos_Dagua,414,S7,3,100
314545,Olhos_Dagua,414,S8,1,100
314550,Olimpio_Noronha,359,S4,7,100
314550,Olimpio_Noronha,359,S5,9,100
314550,Olimpio_Noronha,359,S6,6,100
314560,Oliveira,149,S4,126,100
314560,Oliveira,149,S5,433,100
314560,Oliveira,149,S6,136,100
314560,Oliveira,149,S7,90,100
314560,Oliveira,149,S8,28,100
314560,Oliveira,149,S10,204,100
314570,Oliveira_Fortes,221,S4,11,100
314570,Oliveira_Fortes,221,S5,24,100
314570,Oliveira_Fortes,221,S6,8,100
314570,Oliveira_Fortes,221,S7,5,100
314570,Oliveira_Fortes,221,S8,2,100
314570,Oliveira_Fortes,221,S10,10,100
314580,Onca_De_Pitangui,102,S4,30,100
314580,Onca_De_Pitangui,102,S5,78,100
314580,Onca_De_Pitangui,102,S6,18,100
314580,Onca_De_Pitangui,102,S7,3,100
314580,Onca_De_Pitangui,102,S8,5,100
314580,Onca_De_Pitangui,102,S10,55,100
314585,Oratorios,237,S4,11,100
314585,Oratorios,237,S5,24,100
314585,Oratorios,237,S7,9,100
314585,Oratorios,237,S8,2,100
314585,Oratorios,237,S10,23,100
314587,Orizania,291,S4,14,100
314587,Orizania,291,S5,47,100
314587,Orizania,291,S7,13,100
314587,Orizania,291,S8,4,100
314587,Orizania,291,S10,19,100
314590,Ouro_Branco,105,S4,136,100
314590,Ouro_Branco,105,S5,417,100
314590,Ouro_Branco,105,S6,202,100
314590,Ouro_Branco,105,S7,119,100
314590,Ouro_Branco,105,S8,21,100
314590,Ouro_Branco,105,S10,229,100
314600,Ouro_Fino,438,S4,3,100
314600,Ouro_Fino,438,S5,27,100
314600,Ouro_Fino,438,S6,25,100
314600,Ouro_Fino,438,S7,13,100
314600,Ouro_Fino,438,S8,3,100
314610,Ouro_Preto,139,S4,248,100
314610,Ouro_Preto,139,S5,580,100
314610,Ouro_Preto,139,S6,36,100
314610,Ouro_Preto,139,S7,158,100
314610,Ouro_Preto,139,S8,46,100
314610,Ouro_Preto,139,S10,437,100
314620,Ouro_Verde_De_Minas,499,S4,6,100
314620,Ouro_Verde_De_Minas,499,S5,4,100
314620,Ouro_Verde_De_Minas,499,S6,6,100
314620,Ouro_Verde_De_Minas,499,S7,2,100
314625,Padre_Carvalho,602,S4,1,100
314625,Padre_Carvalho,602,S7,2,100
314630,Padre_Paraiso,561,S4,4,100
314630,Padre_Paraiso,561,S6,9,100
314630,Padre_Paraiso,561,S7,5,100
314640,Paineiras,238,S4,27,100
314640,Paineiras,238,S5,43,100
314640,Paineiras,238,S6,32,100
314640,Paineiras,238,S7,11,100
314640,Paineiras,238,S8,3,100
314640,Paineiras,238,S10,21,100
314650,Pains,236,S4,14,100
314650,Pains,236,S5,38,100
314650,Pains,236,S6,12,100
314650,Pains,236,S7,16,100
314650,Pains,236,S8,3,100
314650,Pains,236,S10,17,100
314655,Pai_Pedro,612,S4,2,100
314655,Pai_Pedro,612,S7,1,100
314660,Paiva,225,S4,6,100
314660,Paiva,225,S5,16,100
314660,Paiva,225,S6,7,100
314660,Paiva,225,S7,2,100
314660,Paiva,225,S8,1,100
314670,Palma,373,S5,9,100
314670,Palma,373,S6,6,100
314670,Palma,373,S7,5,100
314690,Papagaios,131,S4,175,100
314690,Papagaios,131,S5,398,100
314690,Papagaios,131,S6,160,100
314690,Papagaios,131,S7,75,100
314690,Papagaios,131,S8,19,100
314690,Papagaios,131,S10,223,100
314700,Paracatu,495,S4,7,100
314700,Paracatu,495,S5,19,100
314700,Paracatu,495,S6,21,100
314700,Paracatu,495,S7,13,100
314700,Paracatu,495,S8,3,100
314710,Para_De_Minas,73,S4,641,100
314710,Para_De_Minas,73,S5,1551,100
314710,Para_De_Minas,73,S6,377,100
314710,Para_De_Minas,73,S7,241,100
314710,Para_De_Minas,73,S8,89,100
314710,Para_De_Minas,73,S10,960,100
314720,Paraguacu,339,S4,21,100
314720,Paraguacu,339,S5,39,100
314720,Paraguacu,339,S6,21,100
314720,Paraguacu,339,S7,10,100
314720,Paraguacu,339,S8,4,100
314720,Paraguacu,339,S10,13,100
314730,Paraisopolis,425,S4,10,100
314730,Paraisopolis,425,S5,18,100
314730,Paraisopolis,425,S6,12,100
314730,Paraisopolis,425,S7,13,100
314730,Paraisopolis,425,S8,2,100
314740,Paraopeba,91,S4,274,100
314740,Paraopeba,91,S5,848,100
314740,Paraopeba,91,S6,302,100
314740,Paraopeba,91,S7,216,100
314740,Paraopeba,91,S8,42,100
314740,Paraopeba,91,S10,429,100
314750,Passabem,175,S5,5,100
314750,Passabem,175,S6,2,100
314750,Passabem,175,S7,3,100
314760,Passa_Quatro,428,S4,8,100
314760,Passa_Quatro,428,S5,13,100
314760,Passa_Quatro,428,S6,7,100
314760,Passa_Quatro,428,S8,1,100
314770,Passa_Tempo,137,S5,69,100
314770,Passa_Tempo,137,S6,38,100
314770,Passa_Tempo,137,S7,22,100
314770,Passa_Tempo,137,S8,5,100
314770,Passa_Tempo,137,S10,50,100
314780,Passa_Vinte,390,S4,3,100
314780,Passa_Vinte,390,S5,5,100
314780,Passa_Vinte,390,S6,3,100
314780,Passa_Vinte,390,S7,1,100
314790,Passos,367,S4,57,100
314790,Passos,367,S5,66,100
314790,Passos,367,S6,30,100
314790,Passos,367,S7,33,100
314790,Passos,367,S8,10,100
314790,Passos,367,S10,46,100
314795,Patis,521,S4,5,100
314795,Patis,521,S6,6,100
314795,Patis,521,S7,3,100
314800,Patos_De_Minas,448,S4,25,100
314800,Patos_De_Minas,448,S5,9,100
314800,Patos_De_Minas,448,S6,17,100
314800,Patos_De_Minas,448,S7,15,100
314800,Patos_De_Minas,448,S8,3,100
314810,Patrocinio,404,S4,30,100
314810,Patrocinio,404,S5,35,100
314810,Patrocinio,404,S6,19,100
314810,Patrocinio,404,S7,13,100
314810,Patrocinio,404,S8,4,100
314810,Patrocinio,404,S10,17,100
314820,Patrocinio_Do_Muriae,341,S4,3,100
314820,Patrocinio_Do_Muriae,341,S5,12,100
314820,Patrocinio_Do_Muriae,341,S6,8,100
314820,Patrocinio_Do_Muriae,341,S7,6,100
314820,Patrocinio_Do_Muriae,341,S8,2,100
314830,Paula_Candido,234,S4,51,100
314830,Paula_Candido,234,S5,73,100
314830,Paula_Candido,234,S6,3,100
314830,Paula_Candido,234,S7,32,100
314830,Paula_Candido,234,S8,5,100
314830,Paula_Candido,234,S10,37,100
314840,Paulistas,324,S4,10,100
314840,Paulistas,324,S5,21,100
314840,Paulistas,324,S6,20,100
314840,Paulistas,324,S7,9,100
314840,Paulistas,324,S8,2,100
314850,Pavao,562,S4,6,100
314850,Pavao,562,S6,5,100
314850,Pavao,562,S7,3,100
314860,Pecanha,323,S4,4,100
314860,Pecanha,323,S5,38,100
314860,Pecanha,323,S6,22,100
314860,Pecanha,323,S7,14,100
314860,Pecanha,323,S8,3,100
314860,Pecanha,323,S10,21,100
314875,Pedra_Bonita,281,S4,20,100
314875,Pedra_Bonita,281,S5,45,100
314875,Pedra_Bonita,281,S7,17,100
314875,Pedra_Bonita,281,S8,4,100
314875,Pedra_Bonita,281,S10,23,100
314880,Pedra_Do_Anta,261,S4,12,100
314880,Pedra_Do_Anta,261,S7,3,100
314890,Pedra_Do_Indaia,180,S4,30,100
314890,Pedra_Do_Indaia,180,S5,69,100
314890,Pedra_Do_Indaia,180,S6,34,100
314890,Pedra_Do_Indaia,180,S7,20,100
314890,Pedra_Do_Indaia,180,S8,4,100
314890,Pedra_Do_Indaia,180,S10,37,100
314900,Pedra_Dourada,371,S4,2,100
314900,Pedra_Dourada,371,S5,6,100
314900,Pedra_Dourada,371,S7,3,100
314910,Pedralva,436,S4,5,100
314910,Pedralva,436,S5,6,100
314910,Pedralva,436,S6,5,100
314910,Pedralva,436,S7,5,100
314915,Pedras_De_Maria_Da_Cruz,572,S4,7,100
314915,Pedras_De_Maria_Da_Cruz,572,S6,8,100
314915,Pedras_De_Maria_Da_Cruz,572,S7,4,100
314920,Pedrinopolis,427,S4,7,100
314920,Pedrinopolis,427,S5,6,100
314920,Pedrinopolis,427,S6,5,100
314920,Pedrinopolis,427,S7,3,100
314930,Pedro_Leopoldo,53,S4,399,100
314930,Pedro_Leopoldo,53,S5,1120,100
314930,Pedro_Leopoldo,53,S6,341,100
314930,Pedro_Leopoldo,53,S7,189,100
314930,Pedro_Leopoldo,53,S8,48,100
314930,Pedro_Leopoldo,53,S10,556,100
314940,Pedro_Teixeira,298,S4,4,100
314940,Pedro_Teixeira,298,S5,10,100
314940,Pedro_Teixeira,298,S6,7,100
314950,Pequeri,320,S4,8,100
314950,Pequeri,320,S5,16,100
314950,Pequeri,320,S6,3,100
314950,Pequeri,320,S7,6,100
314950,Pequeri,320,S8,1,100
314960,Pequi,109,S4,56,100
314960,Pequi,109,S5,119,100
314960,Pequi,109,S6,39,100
314960,Pequi,109,S7,30,100
314960,Pequi,109,S8,5,100
314960,Pequi,109,S10,70,100
314970,Perdigao,130,S4,106,100
314970,Perdigao,130,S5,295,100
314970,Perdigao,130,S6,105,100
314970,Perdigao,130,S7,46,100
314970,Perdigao,130,S8,15,100
314970,Perdigao,130,S10,138,100
314980,Perdizes,406,S5,13,100
314980,Perdizes,406,S6,13,100
314980,Perdizes,406,S7,9,100
314980,Perdizes,406,S8,2,100
314990,Perdoes,203,S4,44,100
314990,Perdoes,203,S5,138,100
314990,Perdoes,203,S6,40,100
314990,Perdoes,203,S7,38,100
314990,Perdoes,203,S8,9,100
314990,Perdoes,203,S10,60,100
314995,Periquito,281,S4,24,100
314995,Periquito,281,S5,29,100
314995,Periquito,281,S6,23,100
314995,Periquito,281,S7,13,100
314995,Periquito,281,S8,3,100
314995,Periquito,281,S10,22,100
315000,Pescador,423,S4,6,100
315000,Pescador,423,S5,7,100
315000,Pescador,423,S6,9,100
315000,Pescador,423,S7,4,100
315010,Piau,251,S4,11,100
315010,Piau,251,S5,24,100
315010,Piau,251,S6,11,100
315010,Piau,251,S7,6,100
315010,Piau,251,S8,1,100
315010,Piau,251,S10,11,100
315015,Piedade_De_Caratinga,325,S4,18,100
315015,Piedade_De_Caratinga,325,S5,11,100
315015,Piedade_De_Caratinga,325,S6,10,100
315015,Piedade_De_Caratinga,325,S7,4,100
315015,Piedade_De_Caratinga,325,S8,3,100
315015,Piedade_De_Caratinga,325,S10,14,100
315020,Piedade_De_Ponte_Nova,226,S4,17,100
315020,Piedade_De_Ponte_Nova,226,S6,16,100
315020,Piedade_De_Ponte_Nova,226,S7,16,100
315020,Piedade_De_Ponte_Nova,226,S8,3,100
315020,Piedade_De_Ponte_Nova,226,S10,20,100
315030,Piedade_Do_Rio_Grande,251,S4,2,100
315030,Piedade_Do_Rio_Grande,251,S5,19,100
315030,Piedade_Do_Rio_Grande,251,S7,4,100
315030,Piedade_Do_Rio_Grande,251,S8,1,100
315040,Piedade_Dos_Gerais,101,S4,62,100
315040,Piedade_Dos_Gerais,101,S6,58,100
315040,Piedade_Dos_Gerais,101,S7,14,100
315040,Piedade_Dos_Gerais,101,S8,8,100
315040,Piedade_Dos_Gerais,101,S10,77,100
315050,Pimenta,255,S4,1,100
315050,Pimenta,255,S5,35,100
315050,Pimenta,255,S6,7,100
315050,Pimenta,255,S7,11,100
315050,Pimenta,255,S8,2,100
315050,Pimenta,255,S10,12,100
315053,Pingo_Dagua,276,S4,15,100
315053,Pingo_Dagua,276,S5,31,100
315053,Pingo_Dagua,276,S6,12,100
315053,Pingo_Dagua,276,S7,12,100
315053,Pingo_Dagua,276,S8,3,100
315053,Pingo_Dagua,276,S10,10,100
315057,Pintopolis,631,S4,1,100
315057,Pintopolis,631,S6,4,100
315057,Pintopolis,631,S7,2,100
315060,Piracema,110,S4,32,100
315060,Piracema,110,S5,190,100
315060,Piracema,110,S6,51,100
315060,Piracema,110,S7,12,100
315060,Piracema,110,S8,11,100
315060,Piracema,110,S10,79,100
315070,Pirajuba,562,S4,4,100
315070,Pirajuba,562,S6,4,100
315070,Pirajuba,562,S7,3,100
315080,Piranga,174,S4,83,100
315080,Piranga,174,S5,76,100
315080,Piranga,174,S6,48,100
315080,Piranga,174,S7,40,100
315080,Piranga,174,S8,7,100
315080,Piranga,174,S10,77,100
315090,Pirangucu,443,S4,4,100
315090,Pirangucu,443,S5,6,100
315090,Pirangucu,443,S6,4,100
315090,Pirangucu,443,S7,3,100
315100,Piranguinho,425,S4,7,100
315100,Piranguinho,425,S5,12,100
315100,Piranguinho,425,S6,7,100
315100,Piranguinho,425,S7,5,100
315100,Piranguinho,425,S8,1,100
315110,Pirapetinga,435,S5,7,100
315110,Pirapetinga,435,S6,4,100
315110,Pirapetinga,435,S7,5,100
315110,Pirapetinga,435,S8,1,100
315120,Pirapora,342,S4,32,100
315120,Pirapora,342,S5,49,100
315120,Pirapora,342,S6,36,100
315120,Pirapora,342,S7,17,100
315120,Pirapora,342,S8,7,100
315120,Pirapora,342,S10,32,100
315130,Pirauba,268,S4,43,100
315130,Pirauba,268,S5,77,100
315130,Pirauba,268,S6,49,100
315130,Pirauba,268,S7,33,100
315130,Pirauba,268,S8,7,100
315130,Pirauba,268,S10,32,100
315140,Pitangui,115,S4,93,100
315140,Pitangui,115,S5,398,100
315140,Pitangui,115,S6,134,100
315140,Pitangui,115,S7,112,100
315140,Pitangui,115,S8,22,100
315140,Pitangui,115,S10,217,100
315150,Piumhi,276,S5,69,100
315150,Piumhi,276,S6,11,100
315150,Piumhi,276,S7,32,100
315150,Piumhi,276,S8,8,100
315150,Piumhi,276,S10,51,100
315160,Planura,570,S4,10,100
315160,Planura,570,S6,9,100
315160,Planura,570,S7,6,100
315170,Poco_Fundo,379,S4,9,100
315170,Poco_Fundo,379,S5,7,100
315170,Poco_Fundo,379,S6,8,100
315170,Poco_Fundo,379,S7,9,100
315170,Poco_Fundo,379,S8,2,100
315180,Pocos_De_Caldas,452,S4,40,100
315180,Pocos_De_Caldas,452,S5,37,100
315180,Pocos_De_Caldas,452,S6,19,100
315180,Pocos_De_Caldas,452,S7,20,100
315180,Pocos_De_Caldas,452,S8,4,100
315190,Pocrane,426,S4,8,100
315190,Pocrane,426,S5,7,100
315190,Pocrane,426,S6,8,100
315190,Pocrane,426,S7,4,100
315200,Pompeu,166,S4,87,100
315200,Pompeu,166,S5,285,100
315200,Pompeu,166,S6,140,100
315200,Pompeu,166,S7,74,100
315200,Pompeu,166,S8,16,100
315200,Pompeu,166,S10,146,100
315210,Ponte_Nova,217,S4,76,100
315210,Ponte_Nova,217,S5,8,100
315210,Ponte_Nova,217,S6,56,100
315210,Ponte_Nova,217,S7,67,100
315210,Ponte_Nova,217,S8,8,100
315210,Ponte_Nova,217,S10,105,100
315213,Ponto_Chique,443,S4,5,100
315213,Ponto_Chique,443,S5,6,100
315213,Ponto_Chique,443,S6,4,100
315213,Ponto_Chique,443,S7,3,100
315217,Ponto_Dos_Volantes,603,S4,3,100
315217,Ponto_Dos_Volantes,603,S6,9,100
315217,Ponto_Dos_Volantes,603,S7,4,100
315220,Porteirinha,585,S4,3,100
315220,Porteirinha,585,S6,8,100
315220,Porteirinha,585,S7,5,100
315220,Porteirinha,585,S8,1,100
315230,Porto_Firme,200,S4,73,100
315230,Porto_Firme,200,S5,126,100
315230,Porto_Firme,200,S6,56,100
315230,Porto_Firme,200,S7,46,100
315230,Porto_Firme,200,S8,10,100
315230,Porto_Firme,200,S10,71,100
315240,Pote,504,S4,5,100
315240,Pote,504,S6,11,100
315240,Pote,504,S7,5,100
315250,Pouso_Alegre,381,S4,80,100
315250,Pouso_Alegre,381,S5,85,100
315250,Pouso_Alegre,381,S6,80,100
315250,Pouso_Alegre,381,S7,49,100
315250,Pouso_Alegre,381,S8,10,100
315250,Pouso_Alegre,381,S10,39,100
315260,Pouso_Alto,398,S4,2,100
315260,Pouso_Alto,398,S5,6,100
315260,Pouso_Alto,398,S6,3,100
315260,Pouso_Alto,398,S7,2,100
315270,Prados,176,S5,59,100
315270,Prados,176,S6,20,100
315270,Prados,176,S7,13,100
315270,Prados,176,S8,4,100
315270,Prados,176,S10,33,100
315280,Prata,612,S4,5,100
315280,Prata,612,S6,6,100
315280,Prata,612,S7,2,100
315290,Pratapolis,396,S4,6,100
315290,Pratapolis,396,S5,9,100
315290,Pratapolis,396,S6,4,100
315290,Pratapolis,396,S7,3,100
315290,Pratapolis,396,S8,1,100
315300,Pratinha,295,S4,15,100
315300,Pratinha,295,S5,15,100
315300,Pratinha,295,S6,10,100
315300,Pratinha,295,S7,10,100
315300,Pratinha,295,S8,1,100
315310,Presidente_Bernardes,193,S4,17,100
315310,Presidente_Bernardes,193,S5,39,100
315310,Presidente_Bernardes,193,S6,22,100
315310,Presidente_Bernardes,193,S7,15,100
315310,Presidente_Bernardes,193,S8,3,100
315310,Presidente_Bernardes,193,S10,13,100
315320,Presidente_Juscelino,207,S4,26,100
315320,Presidente_Juscelino,207,S5,40,100
